Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_10.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
model                                                                             modelName
http://w3id.org/mlsea/pwc/model/DifFSS%3A%20Diffusion%20Model%20for%20Few-Shot%20Semantic%20Segmentation/HSNet%20%28DifFSS%2C%20ResNet-50%29                                                                                  HSNet (DifFSS, ResNet-50)
http://w3id.org/mlsea/pwc/model/HM%3A%20Hybrid%20Masking%20for%20Few-Shot%20Segmentation/HSNet%20%28HM%2C%20ResNet-101%29                                                                                  HSNet (HM, ResNet-101)
http://w3id.org/mlsea/pwc/model/HM%3A%20Hybrid%20Masking%20for%20Few-Shot%20Segmentation/HSNet%20%28HM%2C%20ResNet-50%29                                                                                  HSNet (HM, ResNet-50)
http://w3id.org/mlsea/pwc/model/Hypercorrelation%20Squeeze%20for%20Few-Shot%20Segmentation/HSNet%20%28ResNet-101%29                                                                                  HSNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/Hypercorrelation%20Squeeze%20for%20Few-Shot%20Segmentation/HSNet%20%28ResNet-50%29                                                                                  HSNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Hybrid%20Task%20Cascade%20for%20Instance%20Segmentation/HTC%20%28ResNet-50%29                                                                                  HTC (ResNet-50)
http://w3id.org/mlsea/pwc/model/HTML%3A%20Hybrid%20Temporal-scale%20Multimodal%20Learning%20Framework%20for%20Referring%20Video%20Object%20Segmentation/HTML-ResNet101                                                                                  HTML-ResNet101
http://w3id.org/mlsea/pwc/model/HTML%3A%20Hybrid%20Temporal-scale%20Multimodal%20Learning%20Framework%20for%20Referring%20Video%20Object%20Segmentation/HTML-ResNet50                                                                                  HTML-ResNet50
http://w3id.org/mlsea/pwc/model/HalluciNet-ing%20Spatiotemporal%20Representations%20Using%20a%202D-CNN/HalluciNet%20%28ResNet-50%29                                                                                  HalluciNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Is%20Attention%20Better%20Than%20Matrix%20Decomposition%3F/HamNet%20%28ResNet-101%29                                                                                  HamNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/Is%20Attention%20Better%20Than%20Matrix%20Decomposition%3F/HamNet%20w%2Fo%20COCO%20%28ResNet-101%29                                                                                  HamNet w/o COCO (ResNet-101)
http://w3id.org/mlsea/pwc/model/Correlated%20Input-Dependent%20Label%20Noise%20in%20Large-Scale%20Image%20Classification/Heteroscedastic%20%28InceptionResNet-v2%29                                                                                  Heteroscedastic (InceptionResNet-v2)
http://w3id.org/mlsea/pwc/model/Hi-ResNet%3A%20A%20High-Resolution%20Remote%20Sensing%20Network%20for%20Semantic%20Segmentation/Hi-ResNet                                                                                  Hi-ResNet
http://w3id.org/mlsea/pwc/model/Hierarchical%20Question-Image%20Co-Attention%20for%20Visual%20Question%20Answering/HieCoAtt%20%28ResNet%29                                                                                  HieCoAtt (ResNet)
http://w3id.org/mlsea/pwc/model/A%20Survey%20on%20Deep%20Learning%20Techniques%20for%20Stereo-based%20Depth%20Estimation/HighResNet%20%5B32%5D                                                                                  HighResNet [32]
http://w3id.org/mlsea/pwc/model/HoHoNet%3A%20360%20Indoor%20Holistic%20Understanding%20with%20Latent%20Horizontal%20Features/HoHoNet%20%28ResNet-101%29                                                                                  HoHoNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/HyperFace%3A%20A%20Deep%20Multi-task%20Learning%20Framework%20for%20Face%20Detection%2C%20Landmark%20Localization%2C%20Pose%20Estimation%2C%20and%20Gender%20Recognition/HyperFace-ResNet                                                                                  HyperFace-ResNet
http://w3id.org/mlsea/pwc/model/VNE%3A%20An%20Effective%20Method%20for%20Improving%20Deep%20Representation%20by%20Manipulating%20Eigenvalue%20Distribution/I-VNE%2B%20%28ResNet-50%29                                                                                  I-VNE+ (ResNet-50)
http://w3id.org/mlsea/pwc/model/I3CL%3AIntra-%20and%20Inter-Instance%20Collaborative%20Learning%20for%20Arbitrary-shaped%20Scene%20Text%20Detection/I3CL%20%2B%20SSL%28ResNet-50%29                                                                                  I3CL + SSL(ResNet-50)
http://w3id.org/mlsea/pwc/model/Instance%20Adaptive%20Self-Training%20for%20Unsupervised%20Domain%20Adaptation/IAST%20%28ResNet-101%29                                                                                  IAST (ResNet-101)
http://w3id.org/mlsea/pwc/model/Instance%20Adaptive%20Self-Training%20for%20Unsupervised%20Domain%20Adaptation/IAST%28ResNet-101%29                                                                                  IAST(ResNet-101)
http://w3id.org/mlsea/pwc/model/Learning%20Integral%20Objects%20With%20Intra-Class%20Discriminator%20for%20Weakly-Supervised%20Semantic%20Segmentation/ICD-ResNet-101                                                                                  ICD-ResNet-101
http://w3id.org/mlsea/pwc/model/Exploring%20Inter-Channel%20Correlation%20for%20Diversity-Preserved%20Knowledge%20Distillation/ICKD%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  ICKD (T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/In%20Defense%20of%20Online%20Models%20for%20Video%20Instance%20Segmentation/IDOL%20%28ResNet-50%29                                                                                  IDOL (ResNet-50)
http://w3id.org/mlsea/pwc/model/Image%20Deformation%20Meta-Networks%20for%20One-Shot%20Learning/IDeMe-Net%20%28ResNet-50%29                                                                                  IDeMe-Net (ResNet-50)
http://w3id.org/mlsea/pwc/model/SCSampler%3A%20Sampling%20Salient%20Clips%20from%20Video%20for%20Efficient%20Action%20Recognition/IF%2BMD%2BRGB-R%20%28ResNet-18%29                                                                                  IF+MD+RGB-R (ResNet-18)
http://w3id.org/mlsea/pwc/model/Video%20Instance%20Segmentation%20using%20Inter-Frame%20Communication%20Transformers/IFC%20%28ResNet-50%29                                                                                  IFC (ResNet-50)
http://w3id.org/mlsea/pwc/model/Invariant%20Information%20Clustering%20for%20Unsupervised%20Image%20Classification%20and%20Segmentation/IIC%20%28ResNet-50%29                                                                                  IIC (ResNet-50)
http://w3id.org/mlsea/pwc/model/IM-Loss%3A%20Information%20Maximization%20Loss%20for%20Spiking%20Neural%20Networks/IM-Loss%20%28ResNet-19%29                                                                                  IM-Loss (ResNet-19)
http://w3id.org/mlsea/pwc/model/Iterative%20Few-shot%20Semantic%20Segmentation%20from%20Image%20Label%20Text/IMR-HSNet%20%28ResNet-50%29                                                                                  IMR-HSNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Capturing%20the%20motion%20of%20every%20joint%3A%203D%20human%20pose%20and%20shape%20estimation%20with%20independent%20tokens/INT-2%20%28ResNet-50%29                                                                                  INT-2 (ResNet-50)
http://w3id.org/mlsea/pwc/model/Intermediate%20Prototype%20Mining%20Transformer%20for%20Few-Shot%20Semantic%20Segmentation/IPMT%20%28ResNet-101%29                                                                                  IPMT (ResNet-101)
http://w3id.org/mlsea/pwc/model/Intermediate%20Prototype%20Mining%20Transformer%20for%20Few-Shot%20Semantic%20Segmentation/IPMT%20%28ResNet-50%29                                                                                  IPMT (ResNet-50)
http://w3id.org/mlsea/pwc/model/Interclass%20Prototype%20Relation%20for%20Few-Shot%20Segmentation/IPRNet%20%28ResNet-101%29                                                                                  IPRNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/Interclass%20Prototype%20Relation%20for%20Few-Shot%20Segmentation/IPRNet%20%28ResNet-50%29                                                                                  IPRNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Weakly%20Supervised%20Learning%20of%20Instance%20Segmentation%20with%20Inter-pixel%20Relations/IRNet%20%28ResNet-50%29                                                                                  IRNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/ISDA%3A%20Position-Aware%20Instance%20Segmentation%20with%20Deformable%20Attention/ISDA%20%28ResNet-50%29                                                                                  ISDA (ResNet-50)
http://w3id.org/mlsea/pwc/model/Scaling%20for%20Training%20Time%20and%20Post-hoc%20Out-of-distribution%20Detection%20Enhancement/ISH%20%28ResNet50%29                                                                                  ISH (ResNet50)
http://w3id.org/mlsea/pwc/model/ISIM%3A%20Iterative%20Self-Improved%20Model%20for%20Weakly%20Supervised%20Segmentation/ISIM%20%28ResNet-101%29                                                                                  ISIM (ResNet-101)
http://w3id.org/mlsea/pwc/model/ISSAFE%3A%20Improving%20Semantic%20Segmentation%20in%20Accidents%20by%20Fusing%20Event-based%20Data/ISSAFE%20%28ResNet18%29                                                                                  ISSAFE (ResNet18)
http://w3id.org/mlsea/pwc/model/ISSAFE%3A%20Improving%20Semantic%20Segmentation%20in%20Accidents%20by%20Fusing%20Event-based%20Data/ISSAFE%20%28ResNet50%29                                                                                  ISSAFE (ResNet50)
http://w3id.org/mlsea/pwc/model/ISTR%3A%20End-to-End%20Instance%20Segmentation%20with%20Transformers/ISTR%20%28ResNet101-FPN-3x%2C%20single-scale%29                                                                                  ISTR (ResNet101-FPN-3x, single-scale)
http://w3id.org/mlsea/pwc/model/ISTR%3A%20End-to-End%20Instance%20Segmentation%20with%20Transformers/ISTR%20%28ResNet50-FPN-3x%29                                                                                  ISTR (ResNet50-FPN-3x)
http://w3id.org/mlsea/pwc/model/ISTR%3A%20End-to-End%20Instance%20Segmentation%20with%20Transformers/ISTR%20%28ResNet50-FPN-3x%2C%20single-scale%29                                                                                  ISTR (ResNet50-FPN-3x, single-scale)
http://w3id.org/mlsea/pwc/model/Information%20Theoretic%20Representation%20Distillation/ITRD%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  ITRD (T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/Image%20Deformation%20Meta-Networks%20for%20One-Shot%20Learning/IdeMe-Net%20%28ResNet-50%29                                                                                  IdeMe-Net (ResNet-50)
http://w3id.org/mlsea/pwc/model/Improving%20Localization%20for%20Semi-Supervised%20Object%20Detection/Il-net%20%28resnet-50%29                                                                                  Il-net (resnet-50)
http://w3id.org/mlsea/pwc/model/A%20Large-scale%20Study%20of%20Representation%20Learning%20with%20the%20Visual%20Task%20Adaptation%20Benchmark/ImageNet-10%25-ResNet50                                                                                  ImageNet-10%-ResNet50
http://w3id.org/mlsea/pwc/model/A%20Large-scale%20Study%20of%20Representation%20Learning%20with%20the%20Visual%20Task%20Adaptation%20Benchmark/ImageNet-ResNet50                                                                                  ImageNet-ResNet50
http://w3id.org/mlsea/pwc/model/A%20Large-scale%20Study%20of%20Representation%20Learning%20with%20the%20Visual%20Task%20Adaptation%20Benchmark/ImageNet-ResNet50-LargeHyperSweep                                                                                  ImageNet-ResNet50-LargeHyperSweep
http://w3id.org/mlsea/pwc/model/The%20iNaturalist%20Species%20Classification%20and%20Detection%20Dataset/IncResNetV2%20SE                                                                                  IncResNetV2 SE
